,Filename,TTR,WordCount,UniqueWords,MLU,Fillers,NSNouns,LIVerbs,.,CC,CD,DT,IN,JJ,NN,NNS,PDT,POS,PRP,RB,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WP,",",EX,PRP$,UH,JJR,MD,WDT,WRB,RBR,NNP,JJS,'',$
61,234-0.flo.cex,0.6521739130434783,69.0,45.0,8.666666666666666,1.0,0.0,2.0,9.0,3.0,0.0,8.0,8.0,0.0,9.0,2.0,0.0,0.0,7.0,5.0,1.0,3.0,5.0,0.0,6.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,057-0.flo.cex,0.5578947368421052,95.0,53.0,8.916666666666666,0.0,2.0,1.0,12.0,6.0,1.0,11.0,8.0,2.0,17.0,4.0,0.0,2.0,6.0,5.0,2.0,1.0,5.0,0.0,10.0,0.0,2.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,356-0.flo.cex,0.6493506493506493,77.0,50.0,7.0,1.0,0.0,1.0,13.0,3.0,1.0,14.0,6.0,1.0,14.0,1.0,0.0,3.0,5.0,5.0,2.0,0.0,2.0,1.0,7.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,337-0.flo.cex,0.5492957746478874,71.0,39.0,6.916666666666667,1.0,0.0,2.0,12.0,2.0,0.0,12.0,5.0,4.0,18.0,2.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,594-0.flo.cex,0.7241379310344828,58.0,42.0,10.666666666666666,0.0,0.0,3.0,6.0,3.0,0.0,8.0,5.0,1.0,11.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,3.0,3.0,5.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66,023-2.flo.cex,0.6521739130434783,92.0,60.0,7.642857142857143,2.0,2.0,2.0,14.0,5.0,0.0,9.0,10.0,5.0,15.0,2.0,0.0,0.0,10.0,6.0,1.0,3.0,4.0,1.0,5.0,1.0,3.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,563-0.flo.cex,0.5888888888888889,90.0,53.0,9.181818181818182,0.0,0.0,4.0,11.0,5.0,0.0,19.0,8.0,3.0,17.0,1.0,0.0,2.0,5.0,5.0,1.0,1.0,3.0,0.0,6.0,1.0,2.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,640-0.flo.cex,0.7090909090909091,55.0,39.0,10.166666666666666,0.0,0.0,2.0,6.0,3.0,0.0,7.0,4.0,3.0,11.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,656-0.flo.cex,0.6666666666666666,48.0,32.0,7.857142857142857,1.0,0.0,1.0,7.0,3.0,0.0,9.0,2.0,3.0,10.0,2.0,0.0,4.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,650-0.flo.cex,0.6090225563909775,133.0,81.0,8.882352941176471,1.0,1.0,4.0,17.0,9.0,0.0,16.0,15.0,6.0,23.0,1.0,0.0,1.0,14.0,9.0,0.0,3.0,5.0,3.0,8.0,0.0,3.0,11.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,029-0.flo.cex,0.47244094488188976,127.0,60.0,9.466666666666667,0.0,0.0,2.0,15.0,10.0,0.0,18.0,13.0,4.0,18.0,3.0,1.0,0.0,15.0,5.0,1.0,1.0,5.0,3.0,9.0,0.0,4.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,035-0.flo.cex,0.6629213483146067,89.0,59.0,9.181818181818182,0.0,1.0,2.0,11.0,3.0,0.0,9.0,9.0,1.0,10.0,3.0,1.0,1.0,11.0,11.0,1.0,1.0,4.0,2.0,6.0,0.0,2.0,10.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,076-4.flo.cex,0.6486486486486487,111.0,72.0,11.090909090909092,4.0,0.0,8.0,11.0,9.0,0.0,9.0,8.0,4.0,9.0,3.0,1.0,0.0,19.0,9.0,3.0,4.0,8.0,6.0,5.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,488-1.flo.cex,0.6551724137931034,29.0,19.0,6.8,0.0,0.0,0.0,5.0,3.0,0.0,3.0,2.0,0.0,5.0,2.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,591-0.flo.cex,0.6194690265486725,113.0,70.0,9.692307692307692,0.0,1.0,2.0,13.0,4.0,0.0,14.0,9.0,8.0,22.0,2.0,0.0,3.0,7.0,4.0,3.0,3.0,5.0,1.0,5.0,3.0,2.0,12.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
76,595-0.flo.cex,0.6235294117647059,85.0,53.0,7.538461538461538,1.0,0.0,0.0,13.0,2.0,0.0,14.0,8.0,0.0,17.0,4.0,0.0,2.0,5.0,3.0,4.0,0.0,1.0,0.0,8.0,1.0,2.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,164-3.flo.cex,0.7241379310344828,58.0,42.0,8.375,0.0,0.0,1.0,8.0,1.0,0.0,8.0,8.0,3.0,13.0,0.0,0.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78,061-0.flo.cex,0.6149425287356322,174.0,107.0,11.352941176470589,1.0,1.0,6.0,17.0,16.0,0.0,17.0,17.0,7.0,35.0,13.0,0.0,1.0,13.0,6.0,1.0,6.0,10.0,0.0,9.0,0.0,6.0,9.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
79,016-0.flo.cex,0.7681159420289855,69.0,53.0,12.833333333333334,0.0,1.0,1.0,6.0,6.0,1.0,11.0,8.0,2.0,20.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
80,252-2.flo.cex,0.8260869565217391,23.0,19.0,6.75,1.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,212-3.flo.cex,0.5398230088495575,113.0,61.0,7.0,0.0,0.0,0.0,19.0,4.0,0.0,27.0,11.0,2.0,31.0,6.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,178-1.flo.cex,0.5531914893617021,47.0,26.0,5.0,1.0,0.0,0.0,12.0,9.0,1.0,7.0,4.0,0.0,7.0,6.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,271-2.flo.cex,0.7021276595744681,47.0,33.0,16.666666666666668,0.0,0.0,1.0,3.0,4.0,0.0,8.0,6.0,1.0,9.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84,094-2.flo.cex,0.549618320610687,131.0,72.0,10.357142857142858,1.0,2.0,3.0,14.0,7.0,1.0,18.0,13.0,7.0,20.0,3.0,0.0,1.0,12.0,4.0,6.0,3.0,5.0,0.0,12.0,0.0,4.0,7.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
85,508-1.flo.cex,0.5871559633027523,109.0,64.0,7.470588235294118,1.0,0.0,6.0,17.0,9.0,0.0,15.0,12.0,5.0,16.0,0.0,0.0,2.0,11.0,6.0,2.0,3.0,6.0,1.0,9.0,1.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,349-1.flo.cex,0.5227272727272727,88.0,46.0,6.235294117647059,1.0,0.0,2.0,17.0,5.0,0.0,14.0,5.0,1.0,20.0,6.0,0.0,6.0,6.0,2.0,3.0,2.0,1.0,0.0,7.0,0.0,3.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,291-1.flo.cex,0.7352941176470589,34.0,25.0,5.857142857142857,0.0,0.0,0.0,7.0,0.0,0.0,8.0,3.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,544-0.flo.cex,0.7704918032786885,61.0,47.0,9.714285714285714,0.0,0.0,0.0,7.0,3.0,0.0,11.0,8.0,3.0,8.0,5.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
89,076-0.flo.cex,0.5,218.0,109.0,13.882352941176471,2.0,1.0,12.0,17.0,14.0,0.0,19.0,22.0,5.0,20.0,6.0,1.0,0.0,37.0,16.0,2.0,5.0,22.0,5.0,12.0,6.0,3.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
90,276-0.flo.cex,0.4484848484848485,165.0,74.0,7.185185185185185,2.0,2.0,5.0,27.0,8.0,3.0,16.0,14.0,4.0,19.0,5.0,0.0,1.0,17.0,21.0,2.0,8.0,8.0,3.0,5.0,1.0,9.0,9.0,2.0,1.0,2.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
91,238-0.flo.cex,0.6206896551724138,87.0,54.0,6.5,4.0,1.0,2.0,16.0,4.0,0.0,10.0,2.0,4.0,11.0,3.0,0.0,0.0,14.0,10.0,1.0,2.0,4.0,4.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,213-2.flo.cex,0.5087719298245614,114.0,58.0,7.0,2.0,4.0,1.0,19.0,9.0,0.0,13.0,10.0,1.0,18.0,1.0,0.0,1.0,15.0,16.0,0.0,2.0,3.0,3.0,6.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,663-0.flo.cex,0.7450980392156863,51.0,38.0,8.857142857142858,1.0,0.0,0.0,7.0,0.0,1.0,10.0,7.0,0.0,11.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,508-0.flo.cex,0.6263736263736264,91.0,57.0,6.352941176470588,0.0,0.0,4.0,17.0,3.0,0.0,17.0,11.0,1.0,15.0,3.0,0.0,3.0,4.0,6.0,3.0,2.0,3.0,0.0,8.0,1.0,2.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,181-2.flo.cex,0.7954545454545454,44.0,35.0,7.714285714285714,0.0,0.0,1.0,7.0,2.0,1.0,6.0,3.0,0.0,7.0,1.0,0.0,1.0,6.0,3.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,134-2.flo.cex,0.6956521739130435,46.0,32.0,10.2,0.0,0.0,2.0,5.0,3.0,0.0,10.0,4.0,0.0,9.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,221-2.flo.cex,0.5912408759124088,137.0,81.0,14.7,2.0,0.0,5.0,10.0,8.0,0.0,18.0,14.0,3.0,22.0,4.0,0.0,2.0,12.0,12.0,3.0,2.0,6.0,0.0,8.0,5.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,362-1.flo.cex,0.6615384615384615,65.0,43.0,9.125,2.0,0.0,1.0,8.0,2.0,0.0,12.0,6.0,2.0,12.0,0.0,0.0,1.0,7.0,8.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,181-3.flo.cex,0.56,100.0,56.0,8.285714285714286,1.0,0.0,0.0,14.0,3.0,1.0,10.0,13.0,2.0,13.0,6.0,0.0,0.0,9.0,6.0,3.0,2.0,2.0,1.0,10.0,0.0,2.0,11.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,001-0.flo.cex,0.6097560975609756,82.0,50.0,9.2,1.0,1.0,2.0,10.0,8.0,0.0,12.0,7.0,3.0,15.0,3.0,0.0,0.0,5.0,6.0,1.0,0.0,3.0,0.0,5.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101,310-0.flo.cex,0.5714285714285714,77.0,44.0,6.923076923076923,1.0,0.0,1.0,13.0,4.0,0.0,15.0,4.0,2.0,17.0,2.0,0.0,6.0,3.0,2.0,2.0,2.0,2.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,472-0.flo.cex,0.6041666666666666,48.0,29.0,13.0,0.0,0.0,2.0,4.0,5.0,0.0,7.0,3.0,1.0,6.0,2.0,0.0,1.0,7.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,657-0.flo.cex,0.7727272727272727,44.0,34.0,7.285714285714286,1.0,1.0,3.0,7.0,3.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,6.0,5.0,1.0,2.0,3.0,0.0,5.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,270-0.flo.cex,0.5743243243243243,148.0,85.0,9.705882352941176,1.0,0.0,2.0,17.0,3.0,2.0,17.0,11.0,11.0,19.0,10.0,0.0,0.0,13.0,7.0,2.0,4.0,5.0,6.0,5.0,3.0,8.0,13.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,221-0.flo.cex,0.5233644859813084,214.0,112.0,11.7,2.0,0.0,3.0,20.0,23.0,3.0,33.0,19.0,8.0,41.0,6.0,0.0,3.0,14.0,8.0,2.0,2.0,5.0,3.0,8.0,5.0,3.0,18.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
106,528-0.flo.cex,0.6833333333333333,60.0,41.0,8.5,1.0,0.0,2.0,8.0,4.0,0.0,12.0,4.0,1.0,10.0,5.0,0.0,3.0,3.0,2.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,035-1.flo.cex,0.6526315789473685,95.0,62.0,9.636363636363637,1.0,1.0,1.0,11.0,5.0,2.0,13.0,8.0,5.0,16.0,3.0,0.0,1.0,7.0,6.0,1.0,1.0,2.0,2.0,8.0,0.0,1.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
108,325-0.flo.cex,0.5394736842105263,76.0,41.0,10.75,2.0,0.0,0.0,8.0,2.0,0.0,15.0,7.0,3.0,16.0,3.0,0.0,5.0,5.0,4.0,4.0,0.0,0.0,1.0,4.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,070-2.flo.cex,0.6304347826086957,46.0,29.0,6.111111111111111,0.0,0.0,0.0,9.0,5.0,0.0,8.0,2.0,0.0,11.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,711-0.flo.cex,0.5588235294117647,136.0,76.0,10.066666666666666,0.0,0.0,2.0,15.0,18.0,1.0,17.0,8.0,2.0,14.0,9.0,0.0,1.0,15.0,6.0,2.0,2.0,6.0,3.0,10.0,2.0,4.0,8.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
111,007-3.flo.cex,0.6195652173913043,92.0,57.0,11.222222222222221,2.0,1.0,5.0,9.0,6.0,1.0,14.0,6.0,1.0,16.0,2.0,0.0,1.0,7.0,6.0,4.0,2.0,8.0,1.0,5.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,291-2.flo.cex,0.6904761904761905,42.0,29.0,6.25,0.0,0.0,0.0,8.0,0.0,0.0,6.0,3.0,0.0,13.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,368-0.flo.cex,0.6617647058823529,68.0,45.0,7.181818181818182,0.0,2.0,3.0,11.0,3.0,1.0,14.0,7.0,2.0,17.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114,325-1.flo.cex,0.6862745098039216,51.0,35.0,8.285714285714286,0.0,0.0,2.0,7.0,3.0,0.0,8.0,3.0,2.0,9.0,1.0,0.0,3.0,4.0,1.0,3.0,2.0,2.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,125-0.flo.cex,0.6511627906976745,43.0,28.0,4.583333333333333,1.0,0.0,2.0,12.0,0.0,1.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,091-1.flo.cex,0.5753424657534246,73.0,42.0,9.11111111111111,0.0,0.0,1.0,9.0,4.0,1.0,12.0,6.0,0.0,13.0,4.0,0.0,1.0,5.0,1.0,2.0,3.0,2.0,0.0,8.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,354-0.flo.cex,0.6931818181818182,88.0,61.0,7.923076923076923,0.0,0.0,2.0,13.0,3.0,0.0,11.0,8.0,6.0,18.0,6.0,0.0,1.0,6.0,2.0,2.0,0.0,3.0,1.0,6.0,2.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,221-3.flo.cex,0.5533980582524272,103.0,57.0,11.3,2.0,0.0,0.0,10.0,12.0,1.0,17.0,13.0,3.0,21.0,3.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,6.0,2.0,1.0,11.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,252-1.flo.cex,0.6410256410256411,78.0,50.0,9.0,0.0,0.0,0.0,10.0,4.0,0.0,16.0,10.0,3.0,19.0,8.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,5.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,003-0.flo.cex,0.45408163265306123,196.0,89.0,9.652173913043478,2.0,4.0,13.0,23.0,17.0,1.0,34.0,18.0,4.0,29.0,5.0,0.0,0.0,16.0,19.0,2.0,2.0,12.0,5.0,4.0,0.0,9.0,11.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
121,222-0.flo.cex,0.4838709677419355,93.0,45.0,10.3,1.0,0.0,0.0,10.0,4.0,0.0,11.0,13.0,0.0,12.0,2.0,1.0,1.0,7.0,7.0,6.0,1.0,1.0,0.0,12.0,1.0,1.0,9.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
